Catalyst ID|MPContribs ID|Formula|Bulk Material ID|Bulk Formula|Adsorbate Smiles|Adsorbate IUPAC Formula|Adsorption Energy|h|k|l|Surface Shift|
random977809|616317af3a687e3cf0cc8b12|Tl8H2Pt16S24O|mp-9272|TlPt2S3|*OH2|H2 O1|-0.209|1|0|1|0.192|
random1443608|616317af3a687e3cf0cc8b20|Hf24Fe24Si24H2O|mp-1102314|HfFeSi|*OH2|H2 O1|-0.248|1|1|1|0.036|
random1619571|616318a68ad40a12ab09ee52|Y18H2Pd24O|mp-1104019|Y3Pd4|*OH2|H2 O1|-2.389|2|0|-1|0.122|
random85350|616318db3a687e3cf0cc8c1e|Ca18Tl6H2O|mp-984744|Ca3Tl|*OH2|H2 O1|-0.618|1|1|1|0.167|
random1325219|616318e63a687e3cf0cc8c40|Te24H2Pb24O|mp-1079574|TePb|*OH2|H2 O1|-0.116|2|1|2|0|
random1968399|6163199d8ad40a12ab09ef49|Ti32Si32H2Ir32O|mp-1103248|TiSiIr|*OH2|H2 O1|-0.963|2|0|1|0.076|
random600519|616319d78ad40a12ab09efda|Sr24P32H2O|mp-14288|Sr3P4|*OH2|H2 O1|-0.825|1|0|2|0.155|
random1005908|616319d83a687e3cf0cc8cfe|V32Co32Ge32H2O|mp-1103555|VCoGe|*OH2|H2 O1|-0.976|2|0|1|0.046|
random1603459|616319da8ad40a12ab09efe7|Ti60P36H2O|mp-680570|Ti5P3|*OH2|H2 O1|-0.553|1|2|1|0.065|
random1732705|61631a888ad40a12ab09f073|Rb16Cr8H2Cl32O|mp-676398|Rb2CrCl4|*OH2|H2 O1|-0.419|2|1|2|0.053|
random2390186|61631b6e8ad40a12ab09f124|Ge28H2Ir12O|mp-505780|Ge7Ir3|*OH2|H2 O1|-0.346|1|0|0|0.205|
random785755|61631b713a687e3cf0cc8e67|Ta72H2Se18S18O|mp-1217968|Ta4SeS|*OH2|H2 O1|-0.526|2|0|1|0.498|
random1794274|61631b738ad40a12ab09f182|Nb48H2N36O|mp-569167|Nb4N3|*OH2|H2 O1|-0.519|2|1|1|0.125|
random1335592|61631bac8ad40a12ab09f1ac|Na64P64H2O|mp-7440|NaP|*OH2|H2 O1|-1.028|2|0|1|0.294|
random1932281|61631c8d8ad40a12ab09f1c6|V60H2Pd20O|mp-1664|V3Pd|*OH2|H2 O1|-2.247|2|2|1|0.025|
random1966454|61631c8d3a687e3cf0cc8ede|Si20H2Rh20O|mp-1078989|SiRh|*OH2|H2 O1|-0.060|1|2|2|0.083|
random487269|61631c8f3a687e3cf0cc8efd|H2Ru18Rh54O|mp-974335|RuRh3|*OH2|H2 O1|-0.025|1|0|0|0.250|
random1736348|61631e3b8ad40a12ab09f2b9|Si72H2O|mp-1095269|Si|*OH2|H2 O1|0.151|1|2|1|0.030|
random1099221|61631e3e8ad40a12ab09f2fb|Sr12Ge24H2O|mp-7390|SrGe2|*OH2|H2 O1|-0.206|2|0|1|0.017|
random2497406|61631e418ad40a12ab09f349|Na24H2O|mp-974558|Na|*OH2|H2 O1|-0.132|1|1|0|0.125|
random690648|61631e788ad40a12ab09f383|Sc24Te36H2O|mp-32654|Sc2Te3|*OH2|H2 O1|-0.218|0|2|1|0.013|
random2035666|61631f308ad40a12ab09f405|Co30H2Se40O|mp-11800|Co3Se4|*OH2|H2 O1|-0.140|2|1|2|0.024|
random897009|61631f323a687e3cf0cc90ca|Bi12Sb12H2O|mp-1227290|BiSb|*OH2|H2 O1|-0.291|2|1|-2|0.167|
random2022549|61631f6e8ad40a12ab09f482|Co32As64H2O|mp-1018672|CoAs2|*OH2|H2 O1|-0.344|2|2|1|0.093|
random574553|616320543a687e3cf0cc911e|Y10P35H2Rh60O|mp-1216134|Y2P7Rh12|*OH2|H2 O1|2.297|2|2|1|0.083|
random545722|616320553a687e3cf0cc912a|Ga16Fe16H2Ru32O|mp-1184055|GaFeRu2|*OH2|H2 O1|-0.047|2|1|1|0.062|
random2119857|616320568ad40a12ab09f4d6|Ag36Sn12P84H2O|mp-29849|Ag3SnP7|*OH2|H2 O1|0.214|0|2|1|0.167|
random1420918|616321ba3a687e3cf0cc9283|Sr24H2Pd24O|mp-999143|SrPd|*OH2|H2 O1|-0.686|2|1|1|0|
random2247835|6163236c3a687e3cf0cc9360|K8Sn8As8H2O|mp-3481|KSnAs|*OH2|H2 O1|-0.277|1|0|1|0.303|
random1322752|6163248e3a687e3cf0cc93c5|K16Mn16P16H2O|mp-20422|KMnP|*OH2|H2 O1|-0.481|1|1|0|0.125|
random885337|616324908ad40a12ab09f799|V36Ga18H2C18O|mp-1080835|V2GaC|*OH2|H2 O1|-0.351|1|0|1|0.042|
random1781081|6163256b8ad40a12ab09f84b|H2Pd16Se32O|mp-2418|PdSe2|*OH2|H2 O1|-0.747|1|0|0|0.250|
random2294946|6163264e3a687e3cf0cc954e|Zn18Ag18H2O|mp-1187974|ZnAg|*OH2|H2 O1|-0.008|0|0|1|0.250|
random1526306|616326553a687e3cf0cc95f5|Sc48Ga48H2O|mp-11411|ScGa|*OH2|H2 O1|-2.271|2|0|1|0.167|
random626827|61632a358ad40a12ab09facf|Zr16Ga48H2O|mp-1080001|ZrGa3|*OH2|H2 O1|0.011|0|0|1|0.187|
random1978224|61632b5d8ad40a12ab09fb47|Fe48Ni48P32H2O|mp-1224865|Fe3Ni3P2|*OH2|H2 O1|-1.175|1|2|1|0.193|
random808307|61632c7a8ad40a12ab09fbe4|Al16Sb16H2O|mp-1018100|AlSb|*OH2|H2 O1|0.949|1|1|1|0.219|
random1275324|61632e448ad40a12ab09fd79|Zr32V32Co32H2O|mp-1215324|ZrVCo|*OH2|H2 O1|-0.634|2|1|0|0.225|
random779065|61632e463a687e3cf0cc9b58|Ca20H2O|mp-166|Ca|*OH2|H2 O1|-0.615|2|2|1|0.050|
random855982|61632e483a687e3cf0cc9b8d|As32H2Pb16S64O|mp-19941|As2PbS4|*OH2|H2 O1|-0.625|2|1|2|0|
random637412|61632e843a687e3cf0cc9bdc|Nb24Sn4H2S32O|mp-1220453|Nb6SnS8|*OH2|H2 O1|-0.210|2|1|1|0.029|
random1502619|61632f268ad40a12ab09fdda|Sb8H2Pt56O|mp-1030|SbPt7|*OH2|H2 O1|-0.092|1|0|0|0.125|
random1946726|61632f273a687e3cf0cc9c12|Sn24Sb24H2Pt24O|mp-1218928|SnSbPt|*OH2|H2 O1|-0.048|2|1|0|0.154|
random2088576|61632f5f3a687e3cf0cc9c78|Si8Hg32H2Se48O|mp-18230|Si(Hg2Se3)2|*OH2|H2 O1|-0.784|1|2|-1|0.126|
random1517513|6163304b8ad40a12ab09ff68|Nb32V32Co32H2O|mp-1220522|NbVCo|*OH2|H2 O1|-0.582|2|1|1|0.107|
random1301781|616331388ad40a12ab09ffc6|In32H2S48O|mp-22216|In2S3|*OH2|H2 O1|-0.704|1|1|2|0.040|
random1172989|616331398ad40a12ab09ffde|Ge48H2Os24O|mp-10032|Ge2Os|*OH2|H2 O1|-0.037|1|0|-2|0.064|
random1401373|6163313c3a687e3cf0cc9db3|Ca24In12H2Pt24O|mp-21885|Ca2InPt2|*OH2|H2 O1|-0.672|0|1|2|0.031|
random1220513|6163325b3a687e3cf0cc9e03|H2Pd64Pb64O|mp-1210215|PdPb|*OH2|H2 O1|-0.063|2|-1|1|0.233|
random1613596|616332608ad40a12ab0a00e0|Sr8Sn24H2O|mp-1186760|SrSn3|*OH2|H2 O1|-0.121|1|0|0|0.250|
random1901512|616332618ad40a12ab0a00e9|Tc16H2Pt48O|mp-972326|TcPt3|*OH2|H2 O1|-0.546|1|1|0|0.125|
random1935145|616332943a687e3cf0cc9e9a|Hf24Cu32Ge16H2O|mp-10379|Hf3(Cu2Ge)2|*OH2|H2 O1|-3.138|1|0|2|0.186|
random1017448|616334253a687e3cf0cc9fcf|Y24Al24H2O|mp-11228|YAl|*OH2|H2 O1|-0.685|0|0|1|0|
random939861|616334648ad40a12ab0a027a|Nb48H2O|mp-75|Nb|*OH2|H2 O1|-3.250|2|1|1|0.125|
random1489155|616335033a687e3cf0cca067|Zr32H2S32O|mp-7859|ZrS|*OH2|H2 O1|-0.613|2|2|1|0.061|
random660028|616335048ad40a12ab0a02d7|Hf18Ni42H2O|mp-27166|Hf3Ni7|*OH2|H2 O1|-0.781|2|1|-1|0.077|
random2211755|616335063a687e3cf0cca0b9|Ti72H2Pd18O|mp-1217168|Ti4Pd|*OH2|H2 O1|-3.922|1|0|2|0.055|
random1501484|616335073a687e3cf0cca0c5|Zr24P24H2Ru24O|mp-22268|ZrPRu|*OH2|H2 O1|-0.613|1|1|1|0.024|
random1961295|616335088ad40a12ab0a0325|Co64H18O|mp-1226072|Co4H|*OH2|H2 O1|-0.068|1|0|0|0.167|
random1190419|616335083a687e3cf0cca0dc|Al136Mo32H2O|mp-570651|Al17Mo4|*OH2|H2 O1|-1.320|1|0|-1|0.106|
random936500|616335488ad40a12ab0a035e|Te24H2Se24O|mp-1217322|TeSe|*OH2|H2 O1|-0.068|1|2|1|0.375|
random677542|616336228ad40a12ab0a039f|Ca8Cu8Bi8H2O|mp-22941|CaCuBi|*OH2|H2 O1|-0.458|1|1|0|0.250|
random1681954|616336243a687e3cf0cca13d|Zn48P96H2O|mp-11025|ZnP2|*OH2|H2 O1|0.282|2|1|2|0.040|
random2414405|616338033a687e3cf0cca197|Na48H2O|mp-127|Na|*OH2|H2 O1|-0.219|2|1|1|0.125|
random2455173|616338048ad40a12ab0a0452|Na12Tl24Sn12H2O|mp-1186187|NaTl2Sn|*OH2|H2 O1|-0.335|1|1|1|0.125|
random1646142|616338098ad40a12ab0a04bd|Ti48Mn48Al48H2O|mp-1216913|TiMnAl|*OH2|H2 O1|-0.004|0|1|2|0.025|
random1548412|616339e78ad40a12ab0a04f4|Fe24Si24Mo24H2O|mp-1224916|FeSiMo|*OH2|H2 O1|-0.403|1|1|1|0.266|
random393969|616339e88ad40a12ab0a0500|Ca40Ag24H2O|mp-31172|Ca5Ag3|*OH2|H2 O1|-0.573|1|1|1|0.005|
random2480434|61633b0f3a687e3cf0cca33c|Na120H2Pb32O|mp-21895|Na15Pb4|*OH2|H2 O1|-0.401|2|1|1|0.245|
random1081879|61633b118ad40a12ab0a0604|Ca36Tl60H2O|mp-1189230|Ca3Tl5|*OH2|H2 O1|-0.503|1|1|1|0.099|
random1637141|61633b113a687e3cf0cca36a|Ga24H2Cl56O|mp-616204|Ga3Cl7|*OH2|H2 O1|-1.915|1|1|0|0.486|
random2024854|61633cb83a687e3cf0cca3af|Al24H2Pt40O|mp-1501|Al3Pt5|*OH2|H2 O1|-0.036|0|1|0|0.126|
random544288|61633de73a687e3cf0cca483|Rb16Te8H2O|mp-441|Rb2Te|*OH2|H2 O1|-0.417|1|0|0|0.125|
random1240604|61633de83a687e3cf0cca495|Zr16H2Au48O|mp-1079681|ZrAu3|*OH2|H2 O1|-0.958|1|1|2|0.063|
random2030412|616340378ad40a12ab0a098c|Y24In8H2O|mp-1187884|Y3In|*OH2|H2 O1|-0.711|2|1|1|0.063|
random820759|616341693a687e3cf0cca739|H2Pb24O|mp-22692|Pb|*OH2|H2 O1|-0.103|1|1|1|0.083|
random2062857|6163416a3a687e3cf0cca74d|Tl32H2Pt48O|mp-30853|Tl2Pt3|*OH2|H2 O1|-0.163|2|-1|2|0.206|
random1542861|6163428c8ad40a12ab0a0aa6|Nb40Ga32H2O|mp-18032|Nb5Ga4|*OH2|H2 O1|-0.373|2|-1|2|0.125|
random472584|616343b48ad40a12ab0a0ba7|Al24H2Pt16O|mp-10905|Al3Pt2|*OH2|H2 O1|-0.548|1|0|0|0.167|
random2163220|616344e83a687e3cf0cca945|H2W9S18O|mp-1023937|WS2|*OH2|H2 O1|-0.038|2|1|2|0.222|
random828616|616344e93a687e3cf0cca954|Na18Ti18H2S36O|mp-752947|NaTiS2|*OH2|H2 O1|-6.142|0|0|1|0.105|
random542648|616346068ad40a12ab0a0d0e|Nb32Ga32Cu32H2O|mp-1220472|NbGaCu|*OH2|H2 O1|-0.087|1|2|1|0.051|
random1305248|616346073a687e3cf0ccaa01|Zr24Te8H2O|mp-1793|Zr3Te|*OH2|H2 O1|-3.249|1|0|1|0.030|
random933742|6163460a8ad40a12ab0a0d6c|Sc48H2O|mp-67|Sc|*OH2|H2 O1|-3.148|1|1|0|0.250|
random1975968|6163473d8ad40a12ab0a0e50|Y12Al8H2O|mp-16723|Y3Al2|*OH2|H2 O1|-0.657|0|0|1|0.099|
random1020737|616347703a687e3cf0ccab62|Rb32P32H2Pt16O|mp-1205641|Rb2P2Pt|*OH2|H2 O1|-0.629|1|2|1|0.011|
random1657676|616347758ad40a12ab0a0e80|Hf48Bi48H2O|mp-1212407|HfBi|*OH2|H2 O1|-1.069|2|1|2|0.089|
random1026884|6163486e3a687e3cf0ccabc5|Y8In24H2O|mp-20131|YIn3|*OH2|H2 O1|-0.609|2|1|1|0.062|
random1446663|6163486f3a687e3cf0ccabea|Ta32H2N40O|mp-8046|Ta4N5|*OH2|H2 O1|-2.570|1|1|0|0.250|
random1384982|616348728ad40a12ab0a0f1d|Cs12Cr24H2S48O|mp-1238845|Cs(CrS2)2|*OH2|H2 O1|0.209|1|2|-1|0.038|
random2245692|616348a73a687e3cf0ccac20|Rb32Te48H2O|mp-2095|Rb2Te3|*OH2|H2 O1|-0.348|2|2|1|0.206|
random756103|616348aa3a687e3cf0ccac2f|Ta18H2W6S48O|mp-1218062|Ta3WS8|*OH2|H2 O1|-0.689|2|1|1|0.189|
random2395415|616349cd8ad40a12ab0a1012|Fe12H2Se24O|mp-1103177|FeSe2|*OH2|H2 O1|-4.851|1|1|1|0.021|
random1981348|61634ab53a687e3cf0ccacff|Zr16Ge16Te64H2O|mp-13542|ZrGeTe4|*OH2|H2 O1|-0.218|2|1|0|0.087|
random1669588|61634ab63a687e3cf0ccad0a|Rb32As32H2O|mp-10802|RbAs|*OH2|H2 O1|-0.538|0|1|1|0.592|
random561461|61634ab83a687e3cf0ccad42|Zr36Hg12H2O|mp-1630|Zr3Hg|*OH2|H2 O1|-0.553|2|1|0|0.042|
random1550542|61634ab98ad40a12ab0a107c|Cs12P24H2Ir24O|mp-1207365|Cs(PIr)2|*OH2|H2 O1|-0.346|1|0|1|0.294|
random723818|61634aba3a687e3cf0ccad71|Hf32H2Os16Rh16O|mp-865131|Hf2OsRh|*OH2|H2 O1|-0.785|2|1|1|0.062|
random831105|61634af58ad40a12ab0a10f6|Ti40Al40H2O|mp-571199|TiAl|*OH2|H2 O1|-1.584|2|1|2|0.050|
random1280545|61634be93a687e3cf0ccadaf|Cr60Ga20H2O|mp-1231|Cr3Ga|*OH2|H2 O1|-1.729|2|2|1|0.025|
random941012|61634dda8ad40a12ab0a12d3|Sc64H2Pt32O|mp-11550|Sc2Pt|*OH2|H2 O1|-0.630|2|0|1|0.068|
random1009062|61634e983a687e3cf0ccafc1|Ti40Te32H2O|mp-7498|Ti5Te4|*OH2|H2 O1|-0.599|1|0|2|0.086|
random1435551|61634f7a8ad40a12ab0a13ed|Ti48H2Se72O|mp-1208273|Ti2Se3|*OH2|H2 O1|-0.988|2|1|0|0.167|
random602546|61634f7e8ad40a12ab0a143a|K16In64H2O|mp-22481|KIn4|*OH2|H2 O1|-0.276|1|1|1|0.091|
random1508595|616352588ad40a12ab0a159e|P48H2Os24O|mp-2319|P2Os|*OH2|H2 O1|-0.136|2|1|0|0.041|
random561382|6163527e8ad40a12ab0a1639|Mo12H2Pd24O|mp-1206704|MoPd2|*OH2|H2 O1|-0.612|2|1|2|0.042|
random1228565|616352998ad40a12ab0a1654|V48H2S16O|mp-7945|V3S|*OH2|H2 O1|-0.693|0|0|1|0.119|
random1535605|6163529a3a687e3cf0ccb232|Y24Ag48H2O|mp-999544|YAg2|*OH2|H2 O1|-0.780|2|0|1|0.125|
random589076|6163538f8ad40a12ab0a176b|Co32P96H2O|mp-1944|CoP3|*OH2|H2 O1|-5.734|1|0|0|0.198|
random1283165|6163543f3a687e3cf0ccb33a|Ta24Ni72H2O|mp-570491|TaNi3|*OH2|H2 O1|-2.022|2|1|1|0.125|
random589310|616354418ad40a12ab0a17ed|Tl54H2O|mp-972351|Tl|*OH2|H2 O1|-0.039|2|0|-1|0.055|
random565534|616355203a687e3cf0ccb3a0|Y16H2Se32O|mp-1232213|YSe2|*OH2|H2 O1|-1.826|2|1|1|0|
random1858413|616355223a687e3cf0ccb3c4|Ti36Te24H2Se24O|mp-1217118|Ti3(TeSe)2|*OH2|H2 O1|-0.709|2|2|1|0.079|
random2422815|616355268ad40a12ab0a18ae|Ca16Te16H2O|mp-569170|CaTe|*OH2|H2 O1|-0.632|2|0|1|0.229|
random2192465|616356178ad40a12ab0a1993|As40H2Se60O|mp-909|As2Se3|*OH2|H2 O1|-0.060|1|2|2|0.051|
random1692298|616357343a687e3cf0ccb500|Sr12H2Pt60O|mp-570832|SrPt5|*OH2|H2 O1|-0.432|2|0|1|0.139|
random719771|616357348ad40a12ab0a19e1|Zr30Al6Ni24H2O|mp-637263|Zr5AlNi4|*OH2|H2 O1|-0.666|1|0|0|0.440|
random2419996|616357783a687e3cf0ccb595|Zr32As32H2O|mp-1682|ZrAs|*OH2|H2 O1|-0.139|1|1|1|0.029|
random940866|6163585c3a687e3cf0ccb5e2|Y30Si12Sb12H2O|mp-1207727|Y5(SiSb)2|*OH2|H2 O1|-0.849|2|2|1|0.063|
random1634750|61635b668ad40a12ab0a1d59|K4Zr14H2Cl36O|mp-27585|K2Zr7Cl18|*OH2|H2 O1|-1.196|2|0|-1|0.224|
random1065867|61635c938ad40a12ab0a1dfb|K18Y18H2S36O|mp-1006888|KYS2|*OH2|H2 O1|-0.916|2|1|-1|0.017|
random2139870|61635e788ad40a12ab0a1e67|V48H2Pt48O|mp-1017531|VPt|*OH2|H2 O1|-0.138|1|1|1|0.167|
random1815449|61635e7c3a687e3cf0ccb9d4|Cd27H2Au27O|mp-2757|CdAu|*OH2|H2 O1|-0.152|1|0|0|0.250|
random894687|616360d63a687e3cf0ccbb55|Hf32V48Ge16H2O|mp-1224430|Hf2V3Ge|*OH2|H2 O1|-3.637|2|0|1|0.095|
random544397|616361f28ad40a12ab0a2029|Zn48H2Ir16O|mp-865362|Zn3Ir|*OH2|H2 O1|-0.017|1|1|0|0.125|
random2350426|616361f23a687e3cf0ccbbef|Bi36H2Se36O|mp-27902|BiSe|*OH2|H2 O1|0.883|2|1|2|0.127|
random1215281|6163631d8ad40a12ab0a20ed|Hf48H2N48O|mp-2828|HfN|*OH2|H2 O1|-1.621|2|1|0|0.083|
random1710555|6163631d3a687e3cf0ccbc9b|Zr20Al20Ni40H2O|mp-3944|ZrAlNi2|*OH2|H2 O1|-0.492|2|2|1|0.025|
random497525|616363218ad40a12ab0a213e|Na24Cd8H2O|mp-1186031|Na3Cd|*OH2|H2 O1|-0.316|1|0|1|0.125|
random1620758|616363218ad40a12ab0a2140|Te24H2Rh36O|mp-1341|Te2Rh3|*OH2|H2 O1|-0.254|1|1|1|0.310|
random1071216|616364eb8ad40a12ab0a2276|Al40H2S60O|mp-1228491|Al2S3|*OH2|H2 O1|-0.932|2|2|1|0.063|
random562798|616365d73a687e3cf0ccbeca|Hf36Sb36H2O|mp-13450|HfSb|*OH2|H2 O1|-0.707|0|2|1|0.150|
random2210036|616367a13a687e3cf0ccc074|Zn36Si36As72H2O|mp-1215453|ZnSiAs2|*OH2|H2 O1|-2.811|2|0|1|0.125|
random1219486|6163689a8ad40a12ab0a24e4|Mn72Si24H2O|mp-1221697|Mn3Si|*OH2|H2 O1|-0.001|2|2|1|0.032|
random1824201|6163689b8ad40a12ab0a24f7|Re72H2Ru24O|mp-974455|Re3Ru|*OH2|H2 O1|-0.716|2|2|1|0.210|
random767124|6163689d8ad40a12ab0a2512|In40H2Pt88O|mp-1223977|In5Pt11|*OH2|H2 O1|-0.135|2|0|1|0.163|
random1251952|616368d88ad40a12ab0a2552|Y8Bi8H2Pd16O|mp-30465|YBiPd2|*OH2|H2 O1|-0.023|1|0|0|0.125|
random1466998|616369958ad40a12ab0a258a|Sc36H2O|mp-67|Sc|*OH2|H2 O1|-3.086|1|0|0|0|
random2187133|616369978ad40a12ab0a25be|H2Rh24S48O|mp-22555|RhS2|*OH2|H2 O1|-0.525|2|1|0|0.018|
random2167852|616369998ad40a12ab0a25e9|Sr16Ge32H2Au32O|mp-13918|Sr(GeAu)2|*OH2|H2 O1|-0.601|1|1|0|0.125|
random2022615|61636b7a8ad40a12ab0a2798|Zr36Sn12H2O|mp-1094267|Zr3Sn|*OH2|H2 O1|-0.707|0|2|1|0.167|
random1993735|61636b7b8ad40a12ab0a27a8|Mn16Co16Ge16H2O|mp-20565|MnCoGe|*OH2|H2 O1|-1.335|1|0|0|0.167|
random936480|61636d798ad40a12ab0a2828|K8As16H2Ru16O|mp-1206600|K(AsRu)2|*OH2|H2 O1|-0.180|1|0|1|0.125|
random520626|61636d7a3a687e3cf0ccc430|Mn12Cr24H2Se48O|mp-1025180|Mn(CrSe2)2|*OH2|H2 O1|-0.231|1|0|0|0.189|
random1364024|61636d7e8ad40a12ab0a2899|K12Sn12H2S24O|mp-558762|KSnS2|*OH2|H2 O1|-0.413|0|0|1|0.034|
random2288179|61636dbe3a687e3cf0ccc4f2|Ti40Ga24H2O|mp-30674|Ti5Ga3|*OH2|H2 O1|-0.649|1|1|0|0.218|
random1857732|61636e733a687e3cf0ccc53a|Zr24H2Rh24O|mp-567181|ZrRh|*OH2|H2 O1|-0.789|1|1|2|0.043|
random72256|61636e743a687e3cf0ccc55c|H2Pd16Pb32O|mp-20599|PdPb2|*OH2|H2 O1|-0.021|1|1|0|0.043|
random1812848|61636eb63a687e3cf0ccc5e2|Sc24Hg24H2O|mp-11471|ScHg|*OH2|H2 O1|-0.667|1|1|0|0.250|
random448726|61636f838ad40a12ab0a29f0|P36H2Rh48O|mp-621581|P3Rh4|*OH2|H2 O1|-0.977|1|1|1|0|
random700265|61636f858ad40a12ab0a2a18|Ca8Tl24H2O|mp-526|CaTl3|*OH2|H2 O1|-0.042|1|1|0|0.125|
random1168965|61636fb88ad40a12ab0a2a52|Hf32Cr48Si16H2O|mp-1223823|Hf2Cr3Si|*OH2|H2 O1|-0.844|2|0|1|0.192|
random2065206|616370b28ad40a12ab0a2a7d|Y8Cu8H2Se16O|mp-675902|YCuSe2|*OH2|H2 O1|-0.108|0|0|1|0.063|
random1893086|616370b23a687e3cf0ccc6f1|Ti20Ni20Sb20H2O|mp-20952|TiNiSb|*OH2|H2 O1|-2.046|2|2|1|0.075|
random918619|616371e13a687e3cf0ccc7a8|Hg24H2Pd72O|mp-977129|HgPd3|*OH2|H2 O1|-0.183|2|1|0|0.084|
random1807856|616371e38ad40a12ab0a2b61|Ca12Cu24P24H2O|mp-7422|Ca(CuP)2|*OH2|H2 O1|-0.531|2|1|1|0.042|
random2172729|6163721b8ad40a12ab0a2b83|Ga32H2S48O|mp-32616|Ga2S3|*OH2|H2 O1|-0.955|2|1|-1|0.059|
random2270047|6163721e8ad40a12ab0a2baf|Y36Al24H2O|mp-16723|Y3Al2|*OH2|H2 O1|-2.218|2|0|1|0.049|
random2301921|6163721e8ad40a12ab0a2bb7|Zr36H2Rh12O|mp-1188413|Zr3Rh|*OH2|H2 O1|-1.779|2|1|1|0.022|
random566459|616373198ad40a12ab0a2c04|Fe18Mo18As36H2O|mp-1225002|FeMoAs2|*OH2|H2 O1|-0.129|0|2|1|0.212|
random1224742|616374fe8ad40a12ab0a2d85|Sr16Co32Ge32H2O|mp-7361|Sr(CoGe)2|*OH2|H2 O1|-0.599|1|1|1|0.098|
random1023214|616374fe8ad40a12ab0a2d89|K12Fe24As24H2O|mp-675576|K(FeAs)2|*OH2|H2 O1|-0.570|1|0|1|0.125|
random1381312|616375003a687e3cf0ccca1e|Ti16Mn32H2W16O|mp-865656|TiMn2W|*OH2|H2 O1|-0.175|2|1|1|0.062|
random575179|616375003a687e3cf0ccca2d|Ag72H2Au72O|mp-1229092|AgAu|*OH2|H2 O1|-0.022|2|2|1|0.021|
random1689145|616375048ad40a12ab0a2e1d|Sr27Mn6H2N24O|mp-1247555|Sr9(MnN4)2|*OH2|H2 O1|1.073|1|1|2|0.157|
random1272943|616376668ad40a12ab0a2ef3|Sr16Zn32H2O|mp-569426|SrZn2|*OH2|H2 O1|-1.783|0|1|1|0.093|
random1360614|616377158ad40a12ab0a2f0c|Ta16Ni48H2O|mp-891|TaNi3|*OH2|H2 O1|-0.461|1|2|1|0.026|
random1643917|616377573a687e3cf0cccbc4|Si48Ni24H2O|mp-2291|Si2Ni|*OH2|H2 O1|-0.424|2|1|0|0.042|
random576808|6163783b8ad40a12ab0a2fa7|V24Te32H2O|mp-1028|V3Te4|*OH2|H2 O1|-0.646|1|1|0|0.056|
random2331842|6163783c3a687e3cf0cccbfd|Ti36As18P18H2O|mp-1217114|Ti2AsP|*OH2|H2 O1|-0.862|1|0|1|0.187|
random969588|6163787e3a687e3cf0cccc84|Na48Hg24H2S48O|mp-28858|Na2HgS2|*OH2|H2 O1|0.137|1|2|2|0.247|
random1670825|616379633a687e3cf0cccc99|Ti20Si20H2Ru40O|mp-865681|TiSiRu2|*OH2|H2 O1|-0.089|2|2|1|0.025|
random2333086|616379648ad40a12ab0a3033|Nb18H2S36O|mp-1062153|NbS2|*OH2|H2 O1|1.702|1|0|1|0.294|
random1809613|616379678ad40a12ab0a307e|Sr12Ga24Te48H2O|mp-6987|Sr(GaTe2)2|*OH2|H2 O1|-0.693|1|1|1|0|
random1829369|616379688ad40a12ab0a3099|Na32Sr16Sn64H2O|mp-1104604|Na2SrSn4|*OH2|H2 O1|-0.530|2|1|0|0.157|
random1546511|61637a973a687e3cf0cccdc1|Mo18H2S36O|mp-1434|MoS2|*OH2|H2 O1|-0.706|2|1|1|0.222|
random2118294|61637bb68ad40a12ab0a3199|Si36Ni36H2O|mp-999192|SiNi|*OH2|H2 O1|-0.034|0|1|2|0.083|
random1051387|61637bb83a687e3cf0ccce69|Si72H2Os48O|mp-16608|Si3Os2|*OH2|H2 O1|-0.588|1|1|1|0.085|
random2232335|61637bba3a687e3cf0ccce96|Zn32H2Ir32O|mp-1206819|ZnIr|*OH2|H2 O1|-0.201|2|-1|2|0.125|
random2207268|61637bf38ad40a12ab0a3212|Fe6H2Rh12Se24O|mp-1224732|Fe(RhSe2)2|*OH2|H2 O1|-0.045|2|1|-2|0.114|
random2021998|61637e3f3a687e3cf0ccd002|Al48H2Pd80O|mp-16523|Al3Pd5|*OH2|H2 O1|-0.086|1|1|0|0.071|
random1891670|61637f443a687e3cf0ccd090|Ti24H2Pd24O|mp-979261|TiPd|*OH2|H2 O1|-0.630|0|1|0|0|
random663140|61637f473a687e3cf0ccd0d9|Ti40H2Os20Ru20O|mp-865842|Ti2OsRu|*OH2|H2 O1|-0.154|2|2|1|0.025|
random1269660|616380778ad40a12ab0a34a6|Al48Co16H2O|mp-1228607|Al3Co|*OH2|H2 O1|-0.474|2|1|-1|0.058|
random2201156|6164800c3a687e3cf0ccd2a8|Mo18H2Pd36O|mp-1206704|MoPd2|*OH2|H2 O1|-0.641|0|1|2|0.083|
random1907406|616480383a687e3cf0ccd335|Hf32Fe64H2O|mp-956096|HfFe2|*OH2|H2 O1|-0.735|2|0|1|0.022|
random1786647|616480548ad40a12ab0a374b|Sn12H2Se24O|mp-665|SnSe2|*OH2|H2 O1|-0.054|2|1|1|0.073|
random1239214|616480873a687e3cf0ccd416|V48Ga8Sb8H2O|mp-1216450|V6GaSb|*OH2|H2 O1|-0.918|1|0|0|0.378|
random689865|6164808d3a687e3cf0ccd43a|Hf108H2N72O|mp-1224388|Hf3N2|*OH2|H2 O1|-0.769|1|1|1|0.250|
